v_command,delta
1.1996586285600552,0.0
1.1996580110863952,0.24405774904706218
1.1996574703708414,0.24418473882139594
1.1996569548241667,0.24422590626235344
1.1996564370588785,0.24424557458568535
1.1996558946589384,0.24425661395749268
1.1996553063984638,0.24426331541392987
1.1996546506793253,0.24426751821607964
1.1996539045232686,0.24427014187979232
1.199653042735979,0.24427169684214156
1.1996520371131754,0.24427248869895002
1.1996508556272987,0.2442727110172058
1.1996494615631639,0.24427249172699328
1.1996478125912033,0.24427191809417495
1.1996458597676027,0.24427105098713306
1.199643546446286,0.2442699334354503
1.1996408071073437,0.24426859597790676
1.1996375661365255,0.2442670601205616
1.1996337366186336,0.24426534063753494
1.199629219251645,0.24426344713771453
1.1996239015587238,0.24426138515059326
1.1996176576775746,0.24425915688739522
1.1996103491589325,0.2442567617763641
1.1996018274313818,0.2442541968362293
1.1995919388916134,0.24425145693004865
1.1995805339798238,0.24424853492755305
1.1995674822270581,0.24424542179468756
1.199552695909366,0.24424210662283571
1.1995361635942579,0.24423857660664847
1.199517988142108,0.24423481697588575
1.199498414851977,0.24423081088178097
1.1994778378195425,0.2442265392369054
1.1994567870382704,0.24422198050747249
1.1994359013396678,0.24421711045455244
1.1994158761198204,0.24421190181823
1.1993973732755505,0.2442063239363377
1.1993809127429578,0.24420034228638937
1.1993667929644303,0.24419391793662254
1.199355074289229,0.24418700688969808
1.1993456211484776,0.24417955929929633
1.1993381732427446,0.24417151853444233
1.1993324156419423,0.24416282005866255
1.199328031140178,0.24415339008116896
1.19932473146473,0.2441431439249272
1.1993222712486329,0.24413198404076042
1.1993204506845192,0.24411979757603672
1.199319112001855,0.24410645337892461
1.1993181333114102,0.24409179828200656
1.1993174219019636,0.24407565245847967
1.199316908040734,0.24405780357448978
1.199316539697989,0.2440379993633435
1.1993162782746907,0.2440159381083701
1.1993160952504016,0.24399125632253518
1.1993159696081792,0.24396351262536056
1.1993158858846302,0.24393216639286594
1.1993158327079285,0.24389654911628889
1.199315801708998,0.24385582542455367
1.1993157867139626,0.24380893919181876
1.1993157831463603,0.24375453769566213
1.1993157875844238,0.24369086275467694
1.1993157974320638,0.24361559094582175
1.1993158106725454,0.24352559306655813
1.1993158256816927,0.24341656135673234
1.1993158410837765,0.24328241203004758
1.1993158556369612,0.24311428919841668
1.1993158681441347,0.2428988248929584
1.199315877376916,0.242614923116777
1.1993158820258558,0.24222738989131995
1.1993158806961268,0.2416731668343116
1.1993158720093486,0.240828031163612
1.1993158549927778,0.2394129727475599
1.199315830339779,0.23667097152003883
1.1993158044952317,0.2299305374673826
1.199315791202578,0.20914677798839365
1.199315747157205,0.17119892650503934
1.1993156412992714,0.14681441852777946
1.1993155038662973,0.1404297331399926
1.1993153493211706,0.13996143911838377
1.1993151792689742,0.14018200164720496
1.1993149953042848,0.1388671016530815
1.199314804640975,0.13401566398751885
1.1993146183674737,0.12445518865883218
1.1993144444612236,0.11114043385830742
1.1993142853251721,0.09624846896494187
1.1993141402217165,0.08157562909516781
1.1993140077047268,0.06809336232980379
1.199313886691227,0.056174384224567275
1.1993137767329296,0.0458666634330754
1.1993136779954423,0.0370663162163218
1.1993135911620256,0.029609500587027
1.1993135173324332,0.023318084645412324
1.1993134579338558,0.018021190853681795
1.1993134146439284,0.013564465834219757
1.1993133893212689,0.0098131832766688
1.199313383938632,0.006652320871305266
1.1993134005146644,0.003985234950145763
1.1993134410414665,0.0017317716699372194
1.1993135074064638,-0.00017375894643805928
1.1993136013083836,-0.0017845395034849095
1.1993137241684289,-0.003143043393549684
1.199313877039013,-0.004282648453946306
1.1993140605136348,-0.005229072342233795
1.19931427464253,-0.006001651185043507
1.1993145188595555,-0.006614488502561311
1.199314791926181,-0.0070775008954065
1.1993150918983957,-0.007397382705164334
1.1993154161216557,-0.007578505166973593
1.1993157612576866,-0.0076237574344943096
1.1993161233450396,-0.0075353281636877725
