v_command,delta
1.1999988604814884,0.0
1.1999988604121565,0.20368606076454704
1.1999988603755942,0.19246421784643683
1.1999988603671048,0.17622504086899154
1.199998860381941,0.15731859293098638
1.1999988604156628,0.1375468753555715
1.1999988604645628,0.1182254925239777
1.1999988605257461,0.10021429659075318
1.1999988605971261,0.08399536054500306
1.1999988606774756,0.0697698725121036
1.1999988607666263,0.05755555708401588
1.199998860865619,0.047314173051723446
1.1999988609752297,0.03960317403041012
1.1999988611020933,0.043571427855923446
1.1999988612672554,0.05844871112963061
1.1999988614715769,0.07077299078728409
1.1999988617260624,0.08093824850966946
1.199998862043288,0.08927866741530037
1.1999988624379545,0.09610567286264134
1.1999988629277794,0.10167875901993223
1.1999988635339933,0.10621894833065092
1.1999988642817057,0.10991191670095059
1.199998865200104,0.11291203393927318
1.1999988663220829,0.11534686714498542
1.19999886768247,0.11732135922027831
1.1999988693145716,0.11892153025758637
1.1999988712480565,0.12021768770584981
1.1999988735168263,0.12126716652229563
1.1999988761869598,0.12211663920609225
1.199998879400968,0.12280404491049542
1.1999988833992885,0.12336018897075413
1.1999988884356294,0.12381006193765126
1.1999988944982303,0.12417392273412702
1.199998900860641,0.12446818520433882
1.1999989057042386,0.12470614187936922
1.1999989061751748,0.1248985536511109
1.1999988990316925,0.1250541294277106
1.1999988815458251,0.1251799158012378
1.199998851885598,0.12528161329306314
1.1999988084160769,0.12536383280689598
1.1999987487848007,0.12543030346427078
1.1999986715343454,0.12548404095404708
1.1999985824387844,0.1255274838414411
1.1999985027083917,0.12556260389684448
1.199998470199048,0.1255909953714102
1.199998525946551,0.12561394722329539
1.1999986897972545,0.1256325015434451
1.1999989413061856,0.12564750081481268
1.1999992216087068,0.12565962613527168
1.1999994569724524,0.12566942812848586
1.199999589014843,0.1256773519367896
1.199999593921445,0.12568375742652907
1.199999483232207,0.1256889355218888
1.199999291024227,0.1256931214092847
1.1999990576113497,0.1256965052131508
1.1999988175246417,0.1256992406276499
1.1999985942357076,0.12570145189604423
1.1999984001754718,0.12570323945369938
1.1999982393790094,0.1257046844902423
1.1999981106423503,0.12570585263766687
1.199998010113095,0.12570679695165193
1.1999979330268984,0.12570756032163086
1.1999978746981768,0.1257081774187685
1.1999978309899548,0.12570867627085758
1.199997798469655,0.12570907953520036
1.1999977743990087,0.12570940552773677
1.199997756650135,0.12570966905479716
1.199997743598998,0.12570988208570502
1.1999977340216448,0.12571005429628496
1.199997727003864,0.12571019350834567
1.1999977218671563,0.12571030604490913
1.199997718110275,0.12571039701746745
1.19999771536415,0.1257104705580249
1.1999977133576871,0.12571053000687288
1.1999977118921077,0.12571057806420363
1.1999977108218427,0.12571061691285987
1.1999977100403882,0.12571064831736806
1.1999977094698744,0.12571067370417865
1.1999977090533949,0.1257106942263789
1.1999977087493787,0.1257107108161456
1.1999977085274645,0.12571072422696924
1.199997708365483,0.12571073506802583
1.1999977082472482,0.1257107438317194
1.1999977081609443,0.1257107509161186
1.199997708097946,0.1257107566430061
1.199997708051958,0.12571076127250208
1.1999977080183841,0.12571076501489642
1.199997707993871,0.12571076804017514
1.1999977079759707,0.12571077048574836
1.1999977079628963,0.12571077246269793
1.1999977079533442,0.12571077406082268
1.1999977079463622,0.1257107753527176
1.1999977079412563,0.1257107763970591
1.1999977079375193,0.12571077724128205
1.1999977079347817,0.12571077792373336
1.1999977079327733,0.12571077847541726
1.1999977079312971,0.12571077892138463
1.1999977079302098,0.12571077928189064
1.1999977079294066,0.12571077957332347
1.1999977079288109,0.12571077980891046
1.1999977079283675,0.12571077999934965
1.1999977079280357,0.12571078015329754
1.1999977079277862,0.12571078027774366
1.1999977079275976,0.12571078037834327
1.1999977079274544,0.1257107804596614
1.1999977079273458,0.12571078052539703
1.1999977079272632,0.12571078057852783
1.1999977079272013,0.12571078062148563
1.1999977079271555,0.12571078065619534
1.1999977079271233,0.12571078068425878
1.1999977079271027,0.12571078070694022
1.1999977079270931,0.1257107807252644
1.1999977079270954,0.12571078074007
1.1999977079271114,0.12571078075201944
1.1999977079271453,0.12571078076167033
1.1999977079272044,0.12571078076944814
1.1999977079272977,0.1257107807757413
1.1999977079274378,0.12571078078085576
1.1999977079276392,0.12571078078507966
1.1999977079279163,0.1257107807886355
1.1999977079282813,0.12571078079169787
1.1999977079287414,0.12571078079438702
1.199997707929295,0.12571078079670692
1.199997707929932,0.1257107807985939
1.1999977079306348,0.125710780799898
1.1999977079313815,0.12571078080043382
1.1999977079321498,0.125710780800075
1.199997707932919,0.1257107807988612
1.19999770793367,0.12571078079709314
1.199997707934383,0.12571078079541845
1.1999977079350292,0.1257107807946795
1.1999977079355686,0.12571078079567105
1.199997707935947,0.12571078079877143
1.1999977079361026,0.12571078080359613
1.1999977079359765,0.12571078080890066
1.1999977079355306,0.12571078081285877
1.1999977079347657,0.12571078081372394
1.1999977079337298,0.12571078081072998
1.1999977079325155,0.12571078080472556
1.199997707931245,0.12571078079810194
1.1999977079300526,0.12571078079367615
1.1999977079290702,0.12571078079301276
1.1999977079284025,0.12571078079543194
1.199997707928088,0.1257107807988366
1.1999977079280801,0.12571078080166223
1.1999977079282755,0.1257107808036456
1.1999977079285629,0.1257107808050219
1.1999977079288564,0.12571078080583462
1.1999977079291042,0.12571078080598244
1.1999977079292803,0.1257107808054861
1.1999977079293744,0.1257107808045726
1.1999977079293864,0.12571078080353482
1.199997707929321,0.12571078080262402
1.1999977079291861,0.1257107808019743
1.1999977079289916,0.12571078080161063
1.1999977079287494,0.1257107808014904
1.1999977079284725,0.12571078080153725
1.1999977079281743,0.12571078080166592
1.1999977079278685,0.12571078080181702
1.1999977079275685,0.12571078080193968
1.1999977079272859,0.125710780802008
1.19999770792703,0.12571078080201
1.1999977079268078,0.12571078080193895
1.1999977079266235,0.1257107808017966
1.1999977079264783,0.12571078080158152
1.1999977079263708,0.12571078080129286
1.1999977079262976,0.1257107808009254
1.1999977079262534,0.12571078080046771
1.1999977079262323,0.1257107807999074
1.199997707926228,0.12571078079921683
1.1999977079262347,0.12571078079837378
1.1999977079262476,0.12571078079733855
1.1999977079262625,0.12571078079606243
1.1999977079262762,0.12571078079449166
1.1999977079262876,0.1257107807925528
1.1999977079262956,0.12571078079015696
1.1999977079262996,0.12571078078719727
1.1999977079263002,0.12571078078353667
1.1999977079262976,0.12571078077900955
1.1999977079262925,0.12571078077341113
1.1999977079262851,0.12571078076648418
1.1999977079262762,0.12571078075791708
1.1999977079262658,0.12571078074731792
1.1999977079262543,0.12571078073420716
1.1999977079262418,0.12571078071798752
1.1999977079262283,0.12571078069792324
1.1999977079262139,0.1257107806731018
1.1999977079261983,0.12571078064239663
1.1999977079261812,0.12571078060441204
1.1999977079261623,0.12571078055742188
1.199997707926141,0.12571078049929282
1.1999977079261166,0.12571078042738126
1.1999977079260873,0.12571078033842173
1.199997707926052,0.1257107802283702
1.199997707926008,0.12571078009222525
1.1999977079259523,0.12571077992379928
1.1999977079258801,0.1257107797154355
1.1999977079257855,0.1257107794576602
1.19999770792566,0.12571077913875084
1.1999977079254927,0.1257107787442019
1.1999977079252673,0.12571077825605914
1.1999977079249626,0.12571077765210442
1.1999977079245494,0.12571077690483246
1.1999977079239872,0.1257107759801921
1.199997707923221,0.12571077483602
1.1999977079221753,0.12571077342009346
1.1999977079207464,0.1257107716677179
1.1999977079187931,0.12571076949871482
1.1999977079161204,0.12571076681367727
1.1999977079124624,0.12571076348929316
1.1999977079074537,0.12571075937249734
1.1999977079005948,0.12571075427314168
1.1999977078911996,0.12571074795477788
1.1999977078783293,0.12571074012302436
1.199997707860696,0.12571073041081934
1.1999977078365358,0.1257107183596214
1.1999977078034305,0.12571070339529772
1.1999977077580661,0.12571068479697955
1.1999977076959008,0.12571066165653844
1.199997707610709,0.1257106328254923
1.199997707493957,0.12571059684498223
1.199997707333946,0.12571055185275362
1.1999977071146375,0.12571049545786087
1.199997706814036,0.1257104245661251
1.1999977064019718,0.12571033512004703
1.1999977058370475,0.12571022167887966
1.1999977050624306,0.12571007674560547
1.199997704000048,0.1257098899843523
1.199997702542545,0.12570964847930574
1.1999977005421183,0.12570933965140343
1.1999976977949196,0.12570894341644662
1.199997694019126,0.12570832476313248
1.1999976888238233,0.12570692798687672
1.1999976816644131,0.12570442298023873
1.199997671778049,0.12570387472098873
1.1999976580879512,0.12570735983868597
1.1999976390536395,0.12572105774793055
1.1999976124434162,0.12504274874444973
1.199997574913047,0.11671610654838491
1.199997521382772,0.1073042490607233
1.1999974438407792,0.10154861770675036
1.1999973289138388,0.1001580777568482
1.1999971525960653,0.10325143291098345
1.1999968671429266,0.111008234788688
1.1999963619113554,0.12378751258177234
1.1999953073109297,0.1421630999930708
1.199992066523015,0.16694769213625865
-0.5575961853979645,0.19920788372478399
-1.1999954073172343,0.22054812434091006
-1.1999979651037256,0.22733968590637763
