s,n,alpha,v,v_comm,delta
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.04999999575562385,0.059039994988240634,-8.986809991572292e-21
0.00447926998034857,-0.0020208232420269945,-0.002541862450430577,0.09348575727559016,0.10181100871792342,0.24434025817864774
-0.010165759510048005,0.006644931249228522,0.0038567058024265586,0.12980806321535768,0.1366906513543515,0.18482767952471302
-0.026493217599243606,-0.014032851945937907,0.014749023140827303,0.17797246252778515,0.18397857069765228,0.1706586143264118
-0.007678724618897602,-0.010622336702927938,0.020002176807849822,0.20519784499859453,0.21077745226507372,0.1316113060720506
-0.004185137819215609,-0.021408286306708605,0.005041878241120947,0.24014115506426736,0.24517012343339933,0.11229273629018406
0.00047015125199350357,-0.025973188188476968,0.011672002554274004,0.2715272469213708,0.2760409150610114,0.09343205245614554
0.006607465902439996,-0.034782357090828456,0.024974493399371692,0.29106438576329685,0.296142163009336,0.2443449503096963
0.0314686077606389,-0.019591068099872447,0.017203458113050393,0.30562179826422325,0.3104603045861485,0.24434502571648178
0.031166710619934285,-0.016607995876495908,0.030059488610418555,0.34166224508540327,0.3459083775187526,0.24434493055097226
0.0348177841358497,-0.020913144572449898,0.04514884038007484,0.37289888335366,0.3766315990403368,0.24434484462587586
0.0462999184236948,-0.003285902263198309,0.05799332097786822,0.39324069889639746,0.3966390691096142,0.24434425335511015
0.04117522529213713,0.008908876885904788,0.07163594144317745,0.42420963417834223,0.4270989877138819,0.244343151683648
0.05259084085282362,-0.00520186017916329,0.08117869182165303,0.447257651360825,0.4497681792996412,0.2443434039695552
0.06050156846156982,-0.02052180576288696,0.07711650938255772,0.4556229276438066,0.45799596085401684,0.24434425174828556
0.06342843124703522,-0.018753413670735054,0.087411518340448,0.4572466498427726,0.45959299496492656,0.24434369211559404
0.06114669912486185,-0.0021796757806601414,0.08278801322061911,0.4738837197867927,0.47595661198202055,0.24434307100209984
0.054186622203390766,-0.00686059252554428,0.08910345157104532,0.47564215728561443,0.4776861471625382,0.2443426449013301
0.03234441341184552,-0.010102951850842503,0.0980443168360421,0.4958596307340078,0.49757131886775,0.24434213862023338
0.06756218073751791,-0.006872251339406705,0.1029580281457651,0.4985778729735003,0.5002448830851363,0.24434096429361357
0.08461073553621856,-0.010911052170735146,0.09771685777202507,0.5074610341519306,0.5089820373924551,0.2443424641160554
0.08876396234878556,0.0002680606002359394,0.09534707919514734,0.5222667312812258,0.5235443827022122,0.2443416603217324
0.08932723194107611,-0.000767975075718569,0.09270517842638275,0.5259492207133561,0.5271663453984813,0.2443421680909008
0.08016997385415386,0.006999031429900523,0.07814760807265202,0.5411950279881436,0.5421615670437958,0.2443432037451859
0.07175205486077495,0.006989620317228228,0.08046636835304331,0.5379897770003976,0.5390089987280816,0.24434299988099314
0.05662355782180677,0.02143047101294592,0.08625694253783704,0.5572315029627488,0.5579344606909028,0.24433928580344774
0.06498310225755002,0.03584715815219241,0.09397628576405406,0.5685121303896705,0.5690296756251215,0.22501812956802975
0.07429645501053257,0.03427482546602483,0.0921448214924034,0.5616249583815165,0.5622557036789557,0.2328434041527698
0.08503477864205003,0.041648305739864035,0.0810835755748947,0.5643631099939518,0.5649488500355557,0.23504919042898328
0.08370918096525533,0.048810046934824006,0.09286102986180825,0.5784350195405734,0.5787894685610779,0.1890423008206516
0.09111557720255944,0.06649321545771536,0.09122914388892717,0.5793617525104412,0.5797009694123937,0.12639216645690596
0.09301950890459727,0.0692885577148887,0.08752380667801876,0.5946608773075449,0.5947486322309041,0.1203244655552989
0.09642797994873863,0.064218385043451,0.07912597633479468,0.5870566605430648,0.5872694011372623,0.160143603915512
0.1004391057957652,0.07541069745107383,0.07424384226209912,0.5850552049754987,0.5853008422221141,0.11782729620409568
0.11498567869833058,0.08977768035136838,0.055688340084544395,0.5697586677719396,0.5702557244661046,0.05845129204492833
0.1068565323373977,0.09858576100741742,0.040951146111339216,0.5669434565562325,0.5674867850879328,-0.03357824262411418
0.12354160187378045,0.10511852036794078,0.03072535427641822,0.5428696656454695,0.543284502304137,-0.19718010577348405
0.14339573351532645,0.09274406329965532,0.034805139945202415,0.5155327820834662,0.5169211151502834,0.07465052883884794
0.13536980088493059,0.09031323379813312,0.03385714274411135,0.5112884977987785,0.5127465914664773,0.10294595536637796
0.13962122621511866,0.09313895930355015,0.04651789113492806,0.5199875379441803,0.5213026510242703,0.045623071349685934
0.1501721343058801,0.08799697569980221,0.03954992889411981,0.5299388684473245,0.5310904178384092,0.10911855735511024
0.16009853900170196,0.08632229357133421,0.041483631007251796,0.5399778051323609,0.5409643509078409,0.11817549292018488
0.1617774628739532,0.09109103741896867,0.04733985021544511,0.5479925934044146,0.5488474052055708,0.06506914502026365
0.18181571389125475,0.08865370836582205,0.04983928846246495,0.5647074173651249,0.5652874982381056,0.08002072551245941
0.20090925572676605,0.07727022063509818,0.06284222871995081,0.5653427863341776,0.5659124240477653,0.13254263702873453
0.17657725493254917,0.08087690386260131,0.06507581440006692,0.5693715330054578,0.5698749527775848,0.10517474554364221
0.1842780375427692,0.08316167260960118,0.06646179496055273,0.5781871632650172,0.5785456861315692,0.08745213045485721
0.19275986945045911,0.10198095359166787,0.06272048606745441,0.5849872046093295,0.5842467740101479,-0.19635340151835096
0.2004193240827438,0.09684351162705858,0.05340972990446839,0.5907602156325663,0.590912083237281,-0.027296171006370006
0.22551820856329646,0.09025099178077382,0.06459032277833146,0.5916599605779365,0.5917970396431989,0.034398231773069166
0.22509231061425541,0.08573361738881734,0.07931109442941156,0.592390936706787,0.5925160011821091,0.0408001646887037
0.22533274072054063,0.08571676609909203,0.05958387102984146,0.5911134368829715,0.5912594988099331,0.08176599870268884
0.23506900112721762,0.0889359284524569,0.04832715247828165,0.586623566761137,0.5868434258250749,0.07923695171531674
0.2389402430614922,0.09499857205271947,0.027741118464943863,0.5944644468287753,0.5927099672251709,-0.2082640838273582
0.27320275911994746,0.10212526331745365,0.03304584441451369,0.588777530704209,0.5876540144004263,-0.1840749755382726
0.28858734841554085,0.09866651693542614,0.0235747243156591,0.5837647607696034,0.5840316082016855,-0.0024132969567608304
0.2816552545175493,0.07450175787876685,0.030623838100575475,0.5623320349240655,0.5629511584303997,0.21317261193328396
0.29906724695359416,0.06925825528407513,0.052283577181055994,0.5613636239897387,0.5619986646470944,0.1949120809452086
0.29699921111683986,0.09108001385851404,0.05317670837429348,0.5436604108511912,0.544586427960314,0.05354844003649834
0.3034020630502255,0.08607906785505239,0.053207015704021386,0.5563098188312132,0.5570279256692682,0.09473564232143074
0.3241577818865194,0.0835654033643197,0.06394436729177673,0.5456537011924473,0.5465469558517436,0.09220896931654574
0.32441463228569545,0.10059190835265709,0.05358778708606997,0.5275440927432175,0.5278575915478184,-0.1849994907682226
0.3374907450255557,0.08627590979029585,0.054238249079466415,0.5356073267260196,0.5366657072476703,0.09264942224944821
0.346020821787725,0.08481529807909446,0.05525994342733311,0.54473259143168,0.5456409857828156,0.10170365820116507
0.3537836261379087,0.09870440278359266,0.041774988027728124,0.5511429495417365,0.5519459809163111,-0.03808203276269495
0.3463748633523347,0.09377805905675665,0.03741277711547896,0.5627314784612727,0.5633440365607183,0.053494381205485754
0.3499509265008652,0.09062150843317975,0.06007926691190375,0.5625389668579787,0.5631546891473196,0.04253012924567681
0.35580883860000245,0.09252075204672558,0.05587309227515837,0.5607575797553946,0.5614025815701904,0.029939613051194865
0.3339309288912599,0.08821966264996392,0.05501512789146341,0.5694627181805724,0.5699646391774565,0.07250253244318139
0.3365560867572399,0.09244163405225647,0.04901505177682342,0.580692851320118,0.5810101897649076,0.04327863772044456
0.3464307402536526,0.08251255289634205,0.0557467257670436,0.5742252743221926,0.574648916211936,0.11374881426662337
0.33267035323690386,0.0898075999345437,0.05598867146855241,0.580787266903168,0.5811030534994724,0.056731088114980614
0.3318632817493417,0.07469643883762156,0.05949291134419574,0.587081383650215,0.5872937178532279,0.15148505097631762
0.3393750878399549,0.08714025053378359,0.06699084765542078,0.5853558854557844,0.5855965805748128,0.05536821328209394
0.3550050378914065,0.08925256965038977,0.06260613184557957,0.5746950005127788,0.5751109218114525,0.04805316469697985
0.3677989208999824,0.08513164973026971,0.06851805903676902,0.5631109834023985,0.5637173038164622,0.0703887039765084
0.37553267617529507,0.08688698460862018,0.060300845239222196,0.5583085848384006,0.5589938392206163,0.07335147405670438
0.38423228802198695,0.08530139766793057,0.06293699747870903,0.5702718586779121,0.5707604803393729,0.07988943505217319
0.3986560928149259,0.10201435090351466,0.04528995487553824,0.5646226170135341,0.5642495874049529,-0.19585689566727618
0.4009667499755388,0.10001212930997473,0.048825774591843826,0.564899050153685,0.5643134282021933,-0.204391541953854
0.4025251758115452,0.08753418068710309,0.04429207365237961,0.5678745729430102,0.5684025972619655,0.10026834940941966
