curvature,look_fw_curvature,s,n,alpha,v,v_comm,delta,rec_diff
0.5991746255536656,0.5935426134685385,0.0,-0.2,-1.2566370614359172,0.4,0.27048000164112457,0.48474990765991066,0.41653066297364205
0.5991746255536656,0.5935426134685385,0.0,-0.2,-1.0066370614359172,0.4,0.31700849723673563,0.4768822823018917,0.40866303761562317
0.5991746255536656,0.5935426134685385,0.0,-0.2,-0.7566370614359172,0.4,0.30827657842837747,0.46879228476049734,0.4005730400742288
0.5991746255536656,0.5935426134685385,0.0,-0.2,-0.5066370614359172,0.4,0.3295199089379767,0.28898260121825786,0.22076335653198928
0.5991746255536656,0.5935426134685385,0.0,-0.2,-0.4,0.4,0.3291826229271477,0.26142991514579117,0.1932106704595226
0.5991746255536656,0.5935426134685385,0.0,-0.2,-0.30000000000000004,0.4,0.3255011428477178,0.23149795132957318,0.1632787066433046
0.5991746255536656,0.5935426134685385,0.0,-0.2,-0.2,0.4,0.32293392324344694,0.19578601117907402,0.12756676649280543
0.5991746255536656,0.5935426134685385,0.0,-0.2,-0.09999999999999998,0.4,0.32262819827604944,0.13094269040702045,0.06272344572075186
0.5991746255536656,0.5935426134685385,0.0,-0.2,0.0,0.4,0.32185600893979177,0.08360219336898331,0.015382948682714725
0.5991746255536656,0.5935426134685385,0.0,-0.2,0.09999999999999998,0.4,0.32257240968970163,0.029696869524338726,-0.038522375161929856
0.5991746255536656,0.5935426134685385,0.0,-0.2,0.20000000000000007,0.4,0.324767759826699,-0.0259790648970269,-0.09419830958329548
0.5991746255536656,0.5935426134685385,0.0,-0.2,0.30000000000000004,0.4,0.3283145287038024,-0.07733666713323877,-0.14555591181950733
0.5991746255536656,0.5935426134685385,0.0,-0.2,0.4,0.4,0.32951988513080893,-0.12394264642726156,-0.19216189111353016
0.5991746255536656,0.5935426134685385,0.0,-0.2,0.65,0.4,0.32951996681785006,-0.21898080442254517,-0.28720004910881375
0.5991746255536656,0.5935426134685385,0.0,-0.2,0.9,0.4,0.32951998554024414,-0.28881532996708525,-0.35703457465335386
0.5991746255536656,0.5935426134685385,0.0,-0.2,1.15,0.4,0.3295199920458558,-0.34193857083119483,-0.41015781551746344
0.5991746255536656,0.5935426134685385,0.0,-0.17500000000000002,-1.2566370614359172,0.4,0.31074197622770444,0.490909030567612,0.4226897858813434
0.5991746255536656,0.5935426134685385,0.0,-0.17500000000000002,-1.0066370614359172,0.4,0.31186139196553764,0.47845767427786773,0.4102384295915992
0.5991746255536656,0.5935426134685385,0.0,-0.17500000000000002,-0.7566370614359172,0.4,0.2990403287822775,0.5235987647002385,0.45537952001396986
0.5991746255536656,0.5935426134685385,0.0,-0.17500000000000002,-0.5066370614359172,0.4,0.32951991256267155,0.28473209182462517,0.21651284713835658
0.5991746255536656,0.5935426134685385,0.0,-0.17500000000000002,-0.4,0.4,0.32892793469893106,0.2565461649158527,0.1883269202295841
0.5991746255536656,0.5935426134685385,0.0,-0.17500000000000002,-0.30000000000000004,0.4,0.3251590719546461,0.22580786135431896,0.15758861666805038
0.5991746255536656,0.5935426134685385,0.0,-0.17500000000000002,-0.2,0.4,0.32252125589623337,0.1889893998325564,0.1207701551462878
0.5991746255536656,0.5935426134685385,0.0,-0.17500000000000002,-0.09999999999999998,0.4,0.3212864654527057,0.14481654755934506,0.07659730287307648
0.5991746255536656,0.5935426134685385,0.0,-0.17500000000000002,0.0,0.4,0.32135611090328653,0.07393122644803107,0.005711981761762491
0.5991746255536656,0.5935426134685385,0.0,-0.17500000000000002,0.09999999999999998,0.4,0.32358366251157566,0.03713023185491873,-0.03108901283134985
0.5991746255536656,0.5935426134685385,0.0,-0.17500000000000002,0.20000000000000007,0.4,0.32429734220378265,-0.03731710562119392,-0.1055363503074625
0.5991746255536656,0.5935426134685385,0.0,-0.17500000000000002,0.30000000000000004,0.4,0.32788229452965456,-0.08790482441291454,-0.15612406909918314
0.5991746255536656,0.5935426134685385,0.0,-0.17500000000000002,0.4,0.4,0.3295198706897156,-0.1329435546049989,-0.20116279929126749
