velocity,time_steps,K
0.6189136505126953,0.0,-0.39999999999999997
0.5834022164344788,0.0010085470085470086,-0.39999999999999997
0.6087675094604492,0.0020170940170940173,-0.39999999999999997
0.5580369234085083,0.0030256410256410257,-0.39999999999999997
0.5326715707778931,0.0040341880341880345,-0.39999999999999997
0.5428177118301392,0.0050427350427350425,-0.39999999999999997
0.5123793482780457,0.006051282051282051,-0.39999999999999997
0.5073062777519226,0.00705982905982906,-0.39999999999999997
0.4697194993495941,0.008068376068376069,-0.39999999999999997
0.4212948381900787,0.009076923076923076,-0.39999999999999997
0.4210641980171203,0.010085470085470085,-0.39999999999999997
0.3754066526889801,0.011094017094017096,-0.39999999999999997
0.3804796934127807,0.012102564102564103,-0.39999999999999997
0.3486577868461609,0.013111111111111112,-0.39999999999999997
0.3398951888084411,0.01411965811965812,-0.39999999999999997
0.2993107140064239,0.01512820512820513,-0.39999999999999997
0.2536531388759613,0.016136752136752138,-0.39999999999999997
0.2587262094020843,0.017145299145299147,-0.39999999999999997
0.2469659149646759,0.018153846153846152,-0.39999999999999997
0.1840138286352157,0.01916239316239316,-0.39999999999999997
0.1927763819694519,0.02017094017094017,-0.39999999999999997
0.2333608865737915,0.021179487179487182,-0.39999999999999997
0.2232147604227066,0.02218803418803419,-0.39999999999999997
0.2130686342716217,0.023196581196581197,-0.39999999999999997
0.2282878458499908,0.024205128205128205,-0.39999999999999997
0.2079955786466598,0.025213675213675214,-0.39999999999999997
0.2181416898965835,0.026222222222222223,-0.39999999999999997
0.1978494524955749,0.027230769230769232,-0.39999999999999997
0.2033837139606475,0.02823931623931624,-0.39999999999999997
0.2130686342716217,0.02924786324786325,-0.39999999999999997
0.2029224932193756,0.03025641025641026,-0.39999999999999997
0.1978494524955749,0.03126495726495726,-0.39999999999999997
0.1791713535785675,0.032273504273504276,-0.39999999999999997
0.1978494524955749,0.033282051282051285,-0.39999999999999997
0.1985412091016769,0.034290598290598294,-0.39999999999999997
0.2130686342716217,0.0352991452991453,-0.39999999999999997
0.1826302707195282,0.036307692307692305,-0.39999999999999997
0.1888562887907028,0.03731623931623932,-0.39999999999999997
0.2130686342716217,0.03832478632478632,-0.39999999999999997
0.2033837139606475,0.03933333333333334,-0.39999999999999997
0.1927763819694519,0.04034188034188034,-0.39999999999999997
0.2029224932193756,0.04135042735042735,-0.39999999999999997
0.2033837139606475,0.042358974358974365,-0.39999999999999997
0.2130686342716217,0.04336752136752137,-0.39999999999999997
0.2033837139606475,0.04437606837606838,-0.39999999999999997
0.1978494524955749,0.045384615384615384,-0.39999999999999997
0.18770332634449,0.04639316239316239,-0.39999999999999997
0.2079955786466598,0.0474017094017094,-0.39999999999999997
0.2079955786466598,0.04841025641025641,-0.39999999999999997
0.169486403465271,0.04941880341880343,-0.39999999999999997
0.1521918624639511,0.05042735042735043,-0.39999999999999997
0.1775572001934051,0.05143589743589744,-0.39999999999999997
0.2130686342716217,0.052444444444444446,-0.39999999999999997
0.2130686342716217,0.053452991452991455,-0.39999999999999997
0.2282878458499908,0.054461538461538464,-0.39999999999999997
0.2082261592149734,0.05547008547008547,-0.39999999999999997
0.2079955786466598,0.05647863247863248,-0.39999999999999997
0.2181416898965835,0.05748717948717949,-0.39999999999999997
0.2033837139606475,0.0584957264957265,-0.39999999999999997
0.1927763819694519,0.059504273504273515,-0.39999999999999997
0.193698763847351,0.06051282051282052,-0.39999999999999997
0.2029224932193756,0.06152136752136752,-0.39999999999999997
0.2029224932193756,0.06252991452991452,-0.39999999999999997
0.2130686342716217,0.06353846153846154,-0.39999999999999997
0.1791713535785675,0.06454700854700855,-0.39999999999999997
0.193698763847351,0.06555555555555556,-0.39999999999999997
0.2029224932193756,0.06656410256410257,-0.39999999999999997
0.1743288785219192,0.06757264957264958,-0.39999999999999997
