velocity,time_steps,K
616.0,0.0,1.0999999999999999
617.0,0.001011111111111111,1.0999999999999999
618.0,0.002022222222222222,1.0999999999999999
619.0,0.003033333333333333,1.0999999999999999
620.0,0.004044444444444444,1.0999999999999999
621.0,0.005055555555555556,1.0999999999999999
622.0,0.006066666666666666,1.0999999999999999
623.0,0.0070777777777777775,1.0999999999999999
624.0,0.008088888888888889,1.0999999999999999
625.0,0.0091,1.0999999999999999
626.0,0.010111111111111112,1.0999999999999999
627.0,0.011122222222222223,1.0999999999999999
628.0,0.012133333333333333,1.0999999999999999
629.0,0.013144444444444445,1.0999999999999999
630.0,0.014155555555555555,1.0999999999999999
631.0,0.015166666666666669,1.0999999999999999
632.0,0.016177777777777777,1.0999999999999999
633.0,0.01718888888888889,1.0999999999999999
634.0,0.0182,1.0999999999999999
635.0,0.01921111111111111,1.0999999999999999
636.0,0.020222222222222225,1.0999999999999999
637.0,0.021233333333333333,1.0999999999999999
638.0,0.022244444444444445,1.0999999999999999
639.0,0.023255555555555557,1.0999999999999999
640.0,0.024266666666666666,1.0999999999999999
641.0,0.025277777777777777,1.0999999999999999
642.0,0.02628888888888889,1.0999999999999999
643.0,0.027299999999999998,1.0999999999999999
644.0,0.02831111111111111,1.0999999999999999
645.0,0.029322222222222222,1.0999999999999999
646.0,0.030333333333333337,1.0999999999999999
647.0,0.031344444444444446,1.0999999999999999
648.0,0.032355555555555554,1.0999999999999999
649.0,0.03336666666666667,1.0999999999999999
650.0,0.03437777777777778,1.0999999999999999
651.0,0.035388888888888886,1.0999999999999999
652.0,0.0364,1.0999999999999999
653.0,0.03741111111111111,1.0999999999999999
654.0,0.03842222222222222,1.0999999999999999
655.0,0.039433333333333334,1.0999999999999999
656.0,0.04044444444444445,1.0999999999999999
657.0,0.04145555555555555,1.0999999999999999
658.0,0.042466666666666666,1.0999999999999999
659.0,0.04347777777777778,1.0999999999999999
660.0,0.04448888888888889,1.0999999999999999
661.0,0.0455,1.0999999999999999
662.0,0.046511111111111114,1.0999999999999999
663.0,0.04752222222222222,1.0999999999999999
664.0,0.04853333333333333,1.0999999999999999
665.0,0.049544444444444447,1.0999999999999999
666.0,0.050555555555555555,1.0999999999999999
667.0,0.05156666666666666,1.0999999999999999
668.0,0.05257777777777778,1.0999999999999999
669.0,0.05358888888888889,1.0999999999999999
670.0,0.054599999999999996,1.0999999999999999
671.0,0.05561111111111111,1.0999999999999999
672.0,0.05662222222222222,1.0999999999999999
673.0,0.05763333333333333,1.0999999999999999
674.0,0.058644444444444443,1.0999999999999999
675.0,0.05965555555555555,1.0999999999999999
676.0,0.060666666666666674,1.0999999999999999
677.0,0.061677777777777776,1.0999999999999999
678.0,0.06268888888888889,1.0999999999999999
679.0,0.0637,1.0999999999999999
680.0,0.06471111111111111,1.0999999999999999
681.0,0.06572222222222222,1.0999999999999999
682.0,0.06673333333333334,1.0999999999999999
683.0,0.06774444444444444,1.0999999999999999
684.0,0.06875555555555556,1.0999999999999999
685.0,0.06976666666666667,1.0999999999999999
686.0,0.07077777777777777,1.0999999999999999
687.0,0.07178888888888889,1.0999999999999999
688.0,0.0728,1.0999999999999999
689.0,0.0738111111111111,1.0999999999999999
690.0,0.07482222222222222,1.0999999999999999
691.0,0.07583333333333334,1.0999999999999999
692.0,0.07684444444444444,1.0999999999999999
693.0,0.07785555555555555,1.0999999999999999
694.0,0.07886666666666667,1.0999999999999999
695.0,0.07987777777777777,1.0999999999999999
696.0,0.0808888888888889,1.0999999999999999
697.0,0.0819,1.0999999999999999
698.0,0.0829111111111111,1.0999999999999999
699.0,0.08392222222222223,1.0999999999999999
700.0,0.08493333333333333,1.0999999999999999
701.0,0.08594444444444445,1.0999999999999999
702.0,0.08695555555555556,1.0999999999999999
703.0,0.08796666666666667,1.0999999999999999
704.0,0.08897777777777778,1.0999999999999999
705.0,0.0899888888888889,1.0999999999999999
706.0,0.091,1.0999999999999999
