s,n,alpha,v,v_comm,delta
4.536856843452797,0.09873115498801427,-0.06766216653378544,0.5816043837351106,0.5819067409109187,0.1528484011765123
4.542073541213139,0.098769043090783,-0.06728492165593983,0.5711006644587588,0.5715756645840879,0.15054334477256948
4.547045088707966,0.09880657618423258,-0.06692933867981399,0.5769140570140737,0.5772935061053385,0.15044207318379935
4.552206287451725,0.09884257267094615,-0.06659699857287066,0.5684485575302035,0.5689671486493062,0.14848647300355042
4.557128495797259,0.09887917715846013,-0.06627529167486422,0.5770092203623244,0.5773871053140816,0.14881292302840946
4.562172216839745,0.09891723239735974,-0.06595333183442587,0.5803879680082179,0.5807103186349717,0.1484235825420324
4.567228146015115,0.09895614270351064,-0.06563699343432353,0.5852732298198169,0.5855152845069105,0.148094427803428
4.5723977741053625,0.09899443239065665,-0.06533755927356774,0.5825277066935383,0.5828148877970544,0.14684992849130032
4.5775094171848165,0.0990317581066199,-0.0650575858745969,0.5835144791330237,0.5837854412858399,0.14603932186218807
4.582601347325601,0.0990690863383209,-0.06478852269956858,0.5873276669405587,0.587535954151892,0.14553913696068316
4.587761897533165,0.09910607786904053,-0.06453295116712796,0.5872216130983536,0.5874316434491444,0.14465895981709945
4.5929095398007,0.09914246438133682,-0.06429219153679361,0.588375474282757,0.5885665393514752,0.14393989240424665
4.598046016329659,0.09917875835703112,-0.06406157762792822,0.5916551633490998,0.5917923222556457,0.1434525657513855
4.603249706045597,0.09921447591668646,-0.06384533374075341,0.5906583035141628,0.5908118471713931,0.14256460484659944
4.608416072384019,0.0992496409100207,-0.06364163709821839,0.5927531016005391,0.5928722143946149,0.14201428461159618
4.6134468676225575,0.09918487219990671,-0.06424209955353916,0.5999440944860056,0.5977853380365183,0.10276827311958439
4.618751022150858,0.09922025787341582,-0.06402197900131969,0.595243023591445,0.5953212111221402,0.14323402543408942
4.624077557513707,0.0992544801357907,-0.06382325137045032,0.5842281339007815,0.5844873661638053,0.14137888396915346
4.629087455641432,0.0992886188584738,-0.06362669104115137,0.597098517891102,0.5971462078426414,0.14193888013469008
4.63428481894033,0.09919813487104785,-0.06443539017352133,0.5982553667569995,0.5976726873082211,0.09135291569055579
4.639665419597627,0.09922580396182468,-0.06426810616703614,0.5839192420526793,0.5841835513742772,0.14240927421776747
4.644658061442794,0.09925998356648022,-0.06405027234968164,0.5982811220619795,0.5983093743011594,0.1430859360088875
4.649972261907626,0.09929420557657917,-0.0638478413949575,0.591091468838551,0.5912378928324808,0.14162517673861438
