velocity,init_velocity,target_velocity
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
0.005073059815913439,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
-0.0,0.6,0.2
0.005073059815913439,0.6,0.2
0.01521918922662735,0.6,0.2
0.169486403465271,0.6,0.2
0.27901846170425415,0.6,0.2
0.2905481159687042,0.6,0.2
0.33989518880844116,0.6,0.2
0.3754066526889801,0.6,0.2
0.37771257758140564,0.6,0.2
0.4058449864387512,0.6,0.2
0.38739752769470215,0.6,0.2
0.4261372983455658,0.6,0.2
0.4058449864387512,0.6,0.2
0.4464295208454132,0.6,0.2
0.4503496289253235,0.6,0.2
0.4745619595050812,0.6,0.2
0.5123793482780457,0.6,0.2
0.5123793482780457,0.6,0.2
0.5478907227516174,0.6,0.2
0.542356550693512,0.6,0.2
0.5834022164344788,0.6,0.2
0.5762537717819214,0.6,0.2
0.6036944389343262,0.6,0.2
0.5783291459083557,0.6,0.2
0.5762537717819214,0.6,0.2
0.6087675094604492,0.6,0.2
0.5907812118530273,0.6,0.2
0.5834022164344788,0.6,0.2
0.613840639591217,0.6,0.2
0.6189136505126953,0.6,0.2
0.5956236720085144,0.6,0.2
0.5935483574867249,0.6,0.2
0.6189136505126953,0.6,0.2
0.5859388113021851,0.6,0.2
0.6189136505126953,0.6,0.2
0.5907812118530273,0.6,0.2
0.6239867210388184,0.6,0.2
0.6189136505126953,0.6,0.2
0.5714113712310791,0.6,0.2
0.613840639591217,0.6,0.2
0.5859388113021851,0.6,0.2
0.6239867210388184,0.6,0.2
0.5884752869606018,0.6,0.2
0.5859388113021851,0.6,0.2
0.6189136505126953,0.6,0.2
0.5907812118530273,0.6,0.2
0.6189136505126953,0.6,0.2
0.6189136505126953,0.6,0.2
0.5762537717819214,0.6,0.2
0.613840639591217,0.6,0.2
0.5907812118530273,0.6,0.2
0.6239867210388184,0.6,0.2
0.5884752869606018,0.6,0.2
0.5859388113021851,0.6,0.2
0.6087675094604492,0.6,0.2
0.6189136505126953,0.6,0.2
0.5884752869606018,0.6,0.2
0.613840639591217,0.6,0.2
0.5884752869606018,0.6,0.2
0.5907812118530273,0.6,0.2
0.6189136505126953,0.6,0.2
0.6189136505126953,0.6,0.2
0.5810962319374084,0.6,0.2
0.6087675094604492,0.6,0.2
0.5859388113021851,0.6,0.2
0.6189136505126953,0.6,0.2
0.613840639591217,0.6,0.2
0.5859388113021851,0.6,0.2
0.6087675094604492,0.6,0.2
0.5907812118530273,0.6,0.2
0.5935483574867249,0.6,0.2
0.6239867210388184,0.6,0.2
0.613840639591217,0.6,0.2
0.6189136505126953,0.6,0.2
0.613840639591217,0.6,0.2
0.5907812118530273,0.6,0.2
0.5810962319374084,0.6,0.2
0.6189136505126953,0.6,0.2
0.5935483574867249,0.6,0.2
0.5762537717819214,0.6,0.2
0.613840639591217,0.6,0.2
0.5859388113021851,0.6,0.2
0.6239867210388184,0.6,0.2
0.5884752869606018,0.6,0.2
0.5907812118530273,0.6,0.2
0.613840639591217,0.6,0.2
0.5907812118530273,0.6,0.2
0.5935483574867249,0.6,0.2
0.6239867210388184,0.6,0.2
0.5810962319374084,0.6,0.2
0.5859388113021851,0.6,0.2
0.6239867210388184,0.6,0.2
0.5935483574867249,0.6,0.2
0.6189136505126953,0.6,0.2
0.5859388113021851,0.6,0.2
0.5907812118530273,0.6,0.2
0.6239867210388184,0.6,0.2
0.5986214280128479,0.6,0.2
0.5907812118530273,0.6,0.2
0.6036944389343262,0.6,0.2
0.5859388113021851,0.6,0.2
0.6239867210388184,0.6,0.2
