velocity,init_velocity,target_velocity
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
0.004842470400035381,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
0.005073059815913439,0.2,0.6
0.009684940800070763,0.2,0.6
0.24858006834983826,0.2,0.6
0.28916457295417786,0.2,0.6
0.26633578538894653,0.2,0.6
0.2840915322303772,0.2,0.6
0.2808631956577301,0.2,0.6
0.29931071400642395,0.2,0.6
0.26887235045433044,0.2,0.6
0.2739453613758087,0.2,0.6
0.25180837512016296,0.2,0.6
0.24858006834983826,0.2,0.6
0.22828784584999084,0.2,0.6
0.2130686342716217,0.2,0.6
0.22828784584999084,0.2,0.6
0.19369876384735107,0.2,0.6
0.1826302707195282,0.2,0.6
0.20799557864665985,0.2,0.6
0.20799557864665985,0.2,0.6
0.2232147604227066,0.2,0.6
0.20338371396064758,0.2,0.6
0.2130686342716217,0.2,0.6
0.21814168989658356,0.2,0.6
0.20799557864665985,0.2,0.6
0.19784945249557495,0.2,0.6
0.19369876384735107,0.2,0.6
0.20799557864665985,0.2,0.6
0.19854120910167694,0.2,0.6
0.20799557864665985,0.2,0.6
0.18770332634449005,0.2,0.6
0.18770332634449005,0.2,0.6
0.20799557864665985,0.2,0.6
0.19369876384735107,0.2,0.6
0.1927763819694519,0.2,0.6
0.1724841445684433,0.2,0.6
0.1927763819694519,0.2,0.6
0.19854120910167694,0.2,0.6
0.21814168989658356,0.2,0.6
0.20822615921497345,0.2,0.6
0.20799557864665985,0.2,0.6
0.19784945249557495,0.2,0.6
0.2130686342716217,0.2,0.6
0.20338371396064758,0.2,0.6
0.2130686342716217,0.2,0.6
0.18885628879070282,0.2,0.6
0.1927763819694519,0.2,0.6
0.20799557864665985,0.2,0.6
0.1826302707195282,0.2,0.6
0.1598014533519745,0.2,0.6
0.17755720019340515,0.2,0.6
0.1927763819694519,0.2,0.6
0.20822615921497345,0.2,0.6
0.2130686342716217,0.2,0.6
0.20338371396064758,0.2,0.6
0.2130686342716217,0.2,0.6
0.20799557864665985,0.2,0.6
0.21814168989658356,0.2,0.6
0.19854120910167694,0.2,0.6
0.2029224932193756,0.2,0.6
0.2130686342716217,0.2,0.6
0.20799557864665985,0.2,0.6
0.19784945249557495,0.2,0.6
0.1791713535785675,0.2,0.6
0.2029224932193756,0.2,0.6
0.19854120910167694,0.2,0.6
0.20799557864665985,0.2,0.6
0.18770332634449005,0.2,0.6
0.1826302707195282,0.2,0.6
0.18885628879070282,0.2,0.6
0.20822615921497345,0.2,0.6
0.2130686342716217,0.2,0.6
0.19784945249557495,0.2,0.6
0.20799557864665985,0.2,0.6
