velocity,init_velocity,target_velocity
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
0.004842470400035381,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
-0.0,0.1,1.2
0.005073059815913439,0.1,1.2
-0.0,0.1,1.2
0.010146129876375198,0.1,1.2
0.12590418756008148,0.1,1.2
0.23843394219875336,0.1,1.2
0.2372809797525406,0.1,1.2
0.2130686342716217,0.1,1.2
0.22828784584999084,0.1,1.2
0.2130686342716217,0.1,1.2
0.19784945249557495,0.1,1.2
0.1598014533519745,0.1,1.2
0.1420457661151886,0.1,1.2
0.1420457661151886,0.1,1.2
0.1217535063624382,0.1,1.2
0.1113767921924591,0.1,1.2
0.10653433203697205,0.1,1.2
0.09638819098472595,0.1,1.2
0.10653431713581085,0.1,1.2
0.1217535063624382,0.1,1.2
0.11621925979852676,0.1,1.2
0.1217535063624382,0.1,1.2
0.11668045073747635,0.1,1.2
0.12682656943798065,0.1,1.2
0.1318996101617813,0.1,1.2
0.1452740579843521,0.1,1.2
0.18770332634449005,0.1,1.2
0.1927763819694519,0.1,1.2
0.2232147604227066,0.1,1.2
0.20822615921497345,0.1,1.2
0.2614933252334595,0.1,1.2
0.30945682525634766,0.1,1.2
0.3145298957824707,0.1,1.2
0.3449682891368866,0.1,1.2
0.35350024700164795,0.1,1.2
0.3855527639389038,0.1,1.2
0.38739752769470215,0.1,1.2
0.43121033906936646,0.1,1.2
0.41091808676719666,0.1,1.2
0.4745619595050812,0.1,1.2
0.522525429725647,0.1,1.2
0.5181441903114319,0.1,1.2
0.5529638528823853,0.1,1.2
0.5478907227516174,0.1,1.2
0.5783291459083557,0.1,1.2
0.5568839907646179,0.1,1.2
0.5935483574867249,0.1,1.2
0.6087675094604492,0.1,1.2
