velocity,init_velocity,target_velocity
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
0.005073059815913439,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
-0.0,0.2,0.6
0.005073059815913439,0.2,0.6
-0.0,0.2,0.6
0.02029225043952465,0.2,0.6
0.1623380184173584,0.2,0.6
0.2536531388759613,0.2,0.6
0.2232147604227066,0.2,0.6
0.18885628879070282,0.2,0.6
0.1724841445684433,0.2,0.6
0.1521918624639511,0.2,0.6
0.1521918624639511,0.2,0.6
0.18401382863521576,0.2,0.6
0.2435069978237152,0.2,0.6
0.2614933252334595,0.2,0.6
0.26887235045433044,0.2,0.6
0.28916457295417786,0.2,0.6
0.27602073550224304,0.2,0.6
0.27901846170425415,0.2,0.6
0.2469659149646759,0.2,0.6
0.2435069978237152,0.2,0.6
0.20338371396064758,0.2,0.6
0.21814168989658356,0.2,0.6
0.2333608865737915,0.2,0.6
0.2130686342716217,0.2,0.6
0.21814168989658356,0.2,0.6
0.2232147604227066,0.2,0.6
0.2130686342716217,0.2,0.6
0.20799557864665985,0.2,0.6
0.19784945249557495,0.2,0.6
0.2130686342716217,0.2,0.6
0.20338371396064758,0.2,0.6
0.2130686342716217,0.2,0.6
0.19369876384735107,0.2,0.6
0.1927763819694519,0.2,0.6
0.20799557864665985,0.2,0.6
0.19369876384735107,0.2,0.6
0.17755720019340515,0.2,0.6
0.135589137673378,0.2,0.6
0.14711882174015045,0.2,0.6
0.18770332634449005,0.2,0.6
0.18885628879070282,0.2,0.6
0.1927763819694519,0.2,0.6
0.1791713535785675,0.2,0.6
0.1927763819694519,0.2,0.6
0.18770332634449005,0.2,0.6
0.20799557864665985,0.2,0.6
0.20338371396064758,0.2,0.6
0.18401382863521576,0.2,0.6
0.2130686342716217,0.2,0.6
0.20799557864665985,0.2,0.6
0.22828784584999084,0.2,0.6
0.20338371396064758,0.2,0.6
0.18770332634449005,0.2,0.6
0.18885628879070282,0.2,0.6
0.2130686342716217,0.2,0.6
0.2130686342716217,0.2,0.6
0.19369876384735107,0.2,0.6
0.2029224932193756,0.2,0.6
0.20338371396064758,0.2,0.6
0.20799557864665985,0.2,0.6
