s,curvature,initial_pathTheta,terminal_pathTheta,x,y
0.0,0.586762444866702,-2.356194490192345,1.5707963267948966,-1.25,0.0
0.0010001875191850576,0.8800752847214587,-2.356194490192345,1.5707963267948966,-1.2507068241961812,-0.0007076543147797452
0.0020003750383701152,1.1732499052679326,-2.356194490192345,1.5707963267948966,-1.2514130252127535,-0.001415930530479344
0.003000562557555173,1.1729727842312594,-2.356194490192345,1.5707963267948966,-1.2521183946024574,-0.0021250349639742954
0.0040007500767402305,1.1726930890750569,-2.356194490192345,1.5707963267948966,-1.252822931590751,-0.0028349664435268684
0.005000937595925288,1.1724108284723245,-2.356194490192345,1.5707963267948966,-1.2535266354067558,-0.003545723795141403
0.006001125115110346,1.1721260114210128,-2.356194490192345,1.5707963267948966,-1.254229505283258,-0.004257305842581787
0.0070013126342954035,1.1718386466936044,-2.356194490192345,1.5707963267948966,-1.254931540456711,-0.00496971140738914
0.008001500153480461,1.1715487431871927,-2.356194490192345,1.5707963267948966,-1.2556327401672365,-0.005682939308899328
0.009001687672665518,1.1712563099638138,-2.356194490192345,1.5707963267948966,-1.256333103658626,-0.006396988364260537
0.010001875191850576,1.1709613559782595,-2.356194490192345,1.5707963267948966,-1.2570326301783425,-0.007111857388450943
0.011002062711035633,1.170663889952998,-2.356194490192345,1.5707963267948966,-1.2577313189775212,-0.007827545194296287
0.012002250230220692,1.1703639212954344,-2.356194490192345,1.5707963267948966,-1.2584291693109715,-0.008544050592487267
0.01300243774940575,1.1700614591040008,-2.356194490192345,1.5707963267948966,-1.2591261804371776,-0.009261372391597378
0.014002625268590807,1.1697565124344074,-2.356194490192345,1.5707963267948966,-1.2598223516182991,-0.009979509398100533
0.015002812787775864,1.16944909043498,-2.356194490192345,1.5707963267948966,-1.260517682120173,-0.010698460416388606
0.016003000306960922,1.1691392021865878,-2.356194490192345,1.5707963267948966,-1.2612121712123132,-0.011418224248789039
0.01700318782614598,1.1688268570116809,-2.356194490192345,1.5707963267948966,-1.2619058181679126,-0.012138799695582366
0.018003375345331037,1.168512064269221,-2.356194490192345,1.5707963267948966,-1.2625986222638423,-0.012860185555019877
0.019003562864516096,1.1681948335304757,-2.356194490192345,1.5707963267948966,-1.2632905827806535,-0.013582380623341305
0.02000375038370115,1.1678751737860542,-2.356194490192345,1.5707963267948966,-1.263981699002577,-0.014305383694792602
0.02100393790288621,1.167553094373048,-2.356194490192345,1.5707963267948966,-1.264671970217523,-0.01502919356164332
0.022004125422071266,1.1672286047138833,-2.356194490192345,1.5707963267948966,-1.265361395717083,-0.01575380901420418
